145	1056	27083
35	113	-1
124	926	1
11	624	1
140	792	-1
91	686	-1
14	993	-1
64	125	-1
33	757	-1
127	715	1
85	511	1
142	9	1
84	727	1
54	24	-1
141	619	1
31	123	1
112	94	1
131	912	-1
112	134	-1
73	846	-1
134	266	1
65	986	1
143	563	1
105	606	1
108	712	-1
57	1011	-1
69	967	1
133	982	1
33	970	-1
108	764	1
107	226	1
117	660	-1
133	647	-1
31	51	1
113	226	1
9	505	1
74	796	1
9	519	1
25	30	1
28	508	1
126	389	1
48	1013	-1
127	863	1
43	609	-1
100	348	-1
84	755	-1
129	869	-1
134	234	1
132	746	1
23	967	1
106	225	-1
49	293	1
114	972	-1
21	59	-1
69	815	1
51	112	-1
111	360	1
61	275	1
46	634	-1
142	37	-1
23	1036	-1
14	982	-1
116	185	1
111	343	1
22	623	1
106	166	-1
28	321	1
91	637	1
142	135	1
28	296	-1
90	961	-1
134	590	-1
109	981	-1
12	63	1
54	69	1
111	486	1
28	588	-1
123	735	1
9	371	1
22	453	1
83	953	1
81	297	-1
43	589	1
51	183	-1
73	677	1
143	596	1
99	657	1
45	692	1
34	267	1
55	975	1
10	442	-1
129	908	1
125	666	-1
80	438	-1
49	367	1
140	764	1
134	320	-1
33	992	1
85	531	-1
48	1048	1
94	1039	1
80	370	1
124	1028	-1
47	440	1
10	96	-1
81	212	-1
51	147	-1
139	915	-1
126	407	1
70	657	1
111	630	-1
97	259	-1
84	143	-1
104	669	-1
114	1024	-1
113	90	1
47	425	-1
51	78	-1
63	177	1
30	326	1
45	747	1
105	855	-1
74	764	-1
30	507	1
66	169	-1
80	386	-1
17	1015	-1
37	131	1
84	950	1
10	224	1
30	353	1
35	153	-1
28	426	1
106	246	1
125	720	-1
69	812	-1
117	606	-1
68	926	-1
134	346	-1
97	545	-1
69	899	1
3	788	-1
131	971	1
40	1026	-1
74	703	1
113	67	-1
127	803	-1
48	997	1
108	851	1
131	949	1
22	510	1
49	852	1
76	172	1
10	605	1
38	408	-1
13	46	1
92	733	1
9	245	-1
105	744	1
9	511	1
11	519	1
114	962	1
66	167	1
91	807	-1
9	276	-1
20	93	-1
139	587	1
134	315	1
134	712	-1
132	1001	-1
86	766	1
108	918	1
43	601	-1
30	486	1
119	924	-1
71	510	1
134	429	-1
133	675	1
108	906	-1
22	498	1
46	700	1
82	69	-1
125	727	-1
83	954	-1
21	95	-1
49	565	-1
125	930	1
97	204	-1
118	35	-1
100	523	-1
108	725	-1
104	769	1
139	545	1
123	1038	1
30	606	1
62	515	1
30	437	-1
94	852	1
3	1011	1
71	488	-1
133	923	-1
45	674	-1
109	1031	-1
117	709	1
107	224	1
118	84	1
104	710	1
24	365	1
129	850	-1
72	629	1
14	1019	1
133	574	1
144	97	-1
116	208	1
99	749	1
98	251	-1
76	84	-1
114	986	1
134	873	-1
129	890	-1
123	980	1
104	846	1
82	182	-1
139	1052	-1
74	648	-1
129	925	1
109	742	1
85	407	1
34	433	-1
53	856	1
127	777	-1
132	937	1
10	185	1
134	365	-1
34	469	1
82	294	1
117	644	1
119	929	-1
133	600	1
139	478	1
137	412	1
110	950	1
28	348	1
54	72	1
107	128	1
35	136	1
21	131	1
27	364	1
121	89	1
107	198	1
82	251	-1
86	759	-1
127	167	-1
55	746	-1
51	845	1
97	589	-1
83	361	1
37	141	-1
59	678	1
110	996	-1
68	785	-1
118	217	-1
62	493	1
133	809	-1
45	668	1
73	894	1
113	63	-1
12	58	1
67	160	-1
127	765	1
119	904	1
73	744	-1
122	1018	1
86	851	-1
42	0	-1
82	433	1
23	1025	1
77	729	-1
73	918	1
116	279	1
83	913	-1
30	594	1
119	945	-1
139	435	1
127	710	1
83	593	1
72	665	1
20	126	-1
107	27	1
82	653	1
109	834	1
99	756	-1
97	225	1
99	820	1
11	577	-1
27	448	-1
127	307	-1
116	194	-1
3	800	1
37	96	1
137	321	1
35	290	-1
35	309	1
33	813	1
83	706	-1
22	441	1
131	916	1
143	488	1
142	80	-1
39	332	1
26	843	1
109	734	1
135	240	-1
72	587	-1
104	828	1
74	811	-1
83	594	-1
91	521	-1
30	502	1
45	581	-1
133	349	-1
116	285	1
114	985	1
3	847	-1
97	352	1
22	385	1
14	997	1
62	542	-1
63	185	-1
126	117	1
86	939	1
131	1044	-1
19	611	1
46	631	1
72	828	-1
27	421	-1
63	135	1
11	605	1
131	831	1
45	650	-1
143	531	-1
25	28	-1
92	891	1
97	253	-1
83	431	1
107	33	-1
83	921	1
33	942	1
124	1017	1
125	670	1
119	1018	-1
34	484	1
45	800	1
34	417	1
3	861	1
53	878	-1
81	279	1
63	68	1
43	493	1
84	223	-1
43	414	1
43	450	1
125	974	1
16	246	-1
82	299	1
101	1024	1
58	996	-1
113	106	1
49	595	-1
9	575	1
48	1032	-1
97	289	1
67	173	-1
32	968	1
45	734	1
82	440	1
139	908	1
95	151	1
63	155	1
133	716	1
34	461	1
57	1054	-1
134	518	-1
139	748	-1
134	605	1
127	776	1
139	474	1
92	735	1
41	537	1
76	187	1
74	725	1
6	331	1
118	181	1
28	540	-1
27	366	1
123	1030	1
139	364	1
111	621	1
119	1053	1
119	1011	-1
108	828	-1
13	94	1
77	850	-1
117	679	1
72	524	1
19	375	1
24	466	1
109	1021	-1
101	1023	1
33	839	-1
72	325	1
82	147	1
19	423	-1
129	922	1
102	252	-1
82	82	1
86	870	1
61	195	1
83	699	1
61	190	1
113	157	-1
82	648	1
86	918	1
114	919	-1
106	164	1
116	33	1
114	974	1
114	885	-1
45	724	-1
18	1031	-1
107	182	-1
24	323	1
9	583	-1
106	251	-1
3	736	-1
31	47	-1
15	906	1
73	710	1
35	158	-1
108	761	-1
93	184	-1
84	699	1
85	557	1
93	453	1
112	290	1
61	271	-1
85	636	-1
33	896	1
138	154	-1
53	958	1
143	635	-1
134	580	-1
9	587	1
43	447	-1
45	914	-1
65	1053	1
82	529	-1
33	1050	1
133	737	1
39	527	1
82	207	-1
133	736	-1
13	92	-1
123	963	1
113	155	1
107	111	-1
89	1017	1
27	292	1
22	564	1
28	535	-1
134	161	-1
134	354	-1
81	333	-1
22	233	1
7	620	1
82	610	1
2	263	1
5	1011	-1
133	648	1
24	440	1
97	531	-1
21	130	-1
24	296	1
125	761	-1
89	990	1
143	576	1
111	403	1
83	295	1
1	433	-1
80	499	1
12	53	-1
108	740	-1
119	986	1
63	80	-1
83	858	1
30	431	1
126	243	1
56	299	1
82	42	-1
93	414	-1
2	470	1
51	269	-1
33	949	1
51	18	-1
72	585	1
92	818	-1
62	519	1
97	329	-1
24	511	1
139	633	1
10	542	1
124	983	1
67	107	1
83	919	1
17	1042	1
97	520	-1
83	430	1
124	837	1
132	867	1
74	820	1
93	253	1
10	45	1
82	649	1
93	520	-1
84	161	-1
143	569	-1
93	579	1
130	73	1
9	404	-1
83	457	-1
116	170	1
69	917	1
34	401	1
123	1011	1
51	69	1
55	934	1
131	886	-1
118	171	1
19	549	-1
38	405	-1
94	595	-1
51	9	1
138	24	-1
43	713	1
118	133	1
107	79	-1
5	957	1
98	263	-1
91	603	1
11	604	1
113	316	-1
71	491	1
107	191	-1
102	207	-1
11	606	1
81	271	1
57	1043	-1
83	377	1
56	300	1
30	552	-1
69	915	1
10	580	-1
117	696	1
3	924	-1
41	524	1
83	961	1
9	385	1
89	982	-1
111	290	-1
106	128	-1
94	551	-1
72	788	1
116	19	1
39	493	1
139	498	1
98	247	-1
116	174	1
132	961	1
24	320	1
22	284	1
72	324	1
10	122	1
4	25	-1
98	269	1
93	226	1
22	394	1
83	900	-1
77	819	-1
124	1012	1
9	499	-1
95	120	1
129	789	-1
5	1028	1
99	815	1
82	336	1
106	111	1
70	726	1
85	579	-1
49	450	-1
16	343	-1
49	675	1
125	797	1
105	652	-1
76	151	1
127	814	1
95	7	-1
84	704	1
62	500	1
133	930	-1
97	283	1
83	613	1
85	389	1
85	436	-1
48	955	1
24	578	-1
9	602	1
21	107	-1
70	679	1
124	697	-1
143	303	-1
82	287	1
90	893	-1
14	1022	-1
105	579	-1
133	418	-1
133	607	1
21	68	1
99	755	-1
126	375	1
90	817	-1
11	546	1
116	298	-1
23	996	-1
63	164	1
47	473	-1
2	465	-1
63	193	1
82	636	-1
79	602	1
14	1049	-1
63	172	1
24	468	-1
73	881	1
139	634	1
49	369	1
119	890	-1
131	938	1
118	174	-1
68	776	-1
3	868	-1
140	878	1
2	508	1
83	515	-1
144	143	1
10	148	1
138	49	1
49	398	-1
107	60	1
43	656	1
103	889	1
73	812	1
82	310	-1
53	924	-1
140	1012	1
93	526	1
28	301	1
111	310	-1
133	802	-1
51	166	1
49	481	1
116	102	-1
84	836	-1
103	865	-1
94	586	1
85	430	1
107	143	1
19	461	-1
125	907	1
107	115	1
68	820	1
133	819	-1
95	128	-1
51	39	1
112	78	1
29	317	1
43	340	1
108	882	-1
127	823	1
113	307	1
110	920	1
127	779	-1
73	741	-1
43	603	1
35	151	1
139	729	1
80	321	-1
143	405	1
30	281	1
77	746	1
90	1030	1
116	622	1
113	62	-1
11	528	-1
99	718	1
54	27	-1
138	123	-1
15	880	1
10	150	-1
124	886	-1
103	850	1
133	483	1
6	199	1
119	930	-1
76	177	1
73	789	-1
4	12	1
104	657	1
139	416	-1
114	1035	-1
134	334	1
134	309	1
89	1041	-1
119	975	1
69	1000	1
36	751	-1
106	83	1
43	374	1
84	909	1
45	688	1
90	1012	1
80	483	1
124	849	-1
125	1026	-1
9	347	-1
143	587	1
24	530	-1
93	199	-1
82	344	1
10	226	1
33	868	-1
23	1024	1
143	451	1
35	266	1
105	528	1
140	1040	1
99	746	-1
55	986	1
39	478	1
