7919	1973	36543
2100	602	1
464	307	1
2343	214	1
1565	222	1
1836	45	1
6855	188	1
5534	1330	1
7167	503	1
3812	1874	1
2790	214	1
1338	101	1
4220	1028	1
3183	1239	1
1726	233	1
1421	1966	1
4786	1430	1
7594	1654	1
5443	712	1
6732	809	1
6266	176	1
6730	597	1
5839	1618	1
4104	1364	1
3337	457	1
663	631	1
3766	570	1
2011	1825	1
342	344	1
7682	548	1
7808	860	1
1482	191	1
3548	708	1
608	824	1
7476	1702	1
535	1863	1
4355	1644	1
2925	32	1
4831	516	1
1573	1618	1
6366	248	1
7415	1120	1
4345	813	1
832	1645	1
5555	1481	1
4028	565	1
6959	141	1
1960	98	1
1096	1561	1
7555	520	1
6024	449	1
4615	1601	1
1799	668	1
7767	1864	1
1992	1896	1
547	33	1
1033	1069	1
1434	1422	1
4529	1645	1
7095	1832	1
2453	1050	1
2936	718	1
338	1418	1
78	1640	1
2116	1442	1
1215	1351	-1
2750	922	1
4080	631	1
1785	1483	1
1490	205	1
318	1034	1
918	83	1
5504	1279	1
1443	1587	1
5148	788	1
1020	738	1
2983	1930	1
2527	1873	1
2561	804	1
1407	959	1
6023	1372	1
254	959	1
398	351	1
6637	1943	1
3211	1307	1
4437	692	1
2200	490	1
4115	1137	1
4801	509	1
178	468	1
5985	1937	1
5809	813	1
5537	1645	1
3726	1483	1
6338	141	1
460	401	1
7425	741	1
7425	1817	1
3012	434	1
450	195	1
4103	763	1
613	1481	1
7913	536	1
2430	1285	1
4447	1962	1
6477	233	1
7309	791	1
1214	862	1
1891	569	1
3412	359	1
2311	0	1
5981	214	1
2882	176	1
4516	1439	1
7330	1561	1
699	718	1
1632	1892	1
3993	344	1
927	1622	1
5448	1814	1
1297	1142	1
7668	636	1
1045	1244	1
1344	508	1
4421	653	1
4543	1431	1
892	1945	1
3889	470	1
6070	1115	1
5010	1026	1
3834	982	1
4117	591	1
6825	1123	1
7523	809	1
6822	1549	1
6061	1725	1
6052	1866	1
3340	205	1
7003	846	1
759	1051	1
5661	205	1
2844	1442	1
2424	887	1
4939	718	1
6190	654	1
4902	347	1
3703	358	1
7097	597	1
4579	331	1
3479	0	1
951	500	1
4798	1920	1
5260	1115	1
2531	772	1
3969	1369	1
4365	983	1
