145	1056	27083
131	879	1
82	660	1
118	158	1
112	118	1
28	332	-1
97	473	1
76	163	-1
33	787	1
138	163	-1
93	486	1
94	782	1
63	190	-1
63	220	1
133	551	-1
81	222	1
45	834	1
119	976	1
20	149	-1
7	632	-1
40	1010	-1
84	178	1
142	95	-1
21	112	-1
35	246	-1
67	108	-1
131	796	1
139	566	-1
31	134	-1
31	21	-1
34	217	1
61	108	1
94	859	-1
83	741	1
85	583	-1
33	868	-1
74	797	1
90	914	-1
107	143	1
67	233	1
34	461	1
99	686	1
56	325	1
84	776	1
107	112	1
72	599	1
120	428	-1
39	479	1
82	459	-1
129	736	-1
109	1010	1
49	353	-1
49	511	-1
83	667	1
70	641	-1
100	528	-1
143	418	1
10	217	1
139	444	1
140	1010	1
34	368	1
49	317	1
53	961	-1
68	863	1
116	149	1
143	488	1
83	650	1
131	981	-1
68	870	-1
10	414	1
119	998	1
133	606	1
61	163	-1
34	463	1
111	530	1
139	593	1
133	942	1
112	184	1
20	114	1
48	917	1
118	35	-1
38	388	1
125	1025	1
109	939	-1
39	444	-1
103	897	-1
93	560	1
32	1029	1
43	692	-1
99	711	1
51	74	1
11	543	-1
143	569	-1
3	881	1
19	385	1
55	914	-1
46	642	1
113	96	1
67	310	-1
92	869	-1
8	153	-1
86	847	1
134	554	-1
84	211	1
22	593	1
71	509	1
9	327	-1
3	919	-1
2	279	1
117	597	-1
80	377	1
92	825	1
25	64	1
106	158	1
25	56	-1
121	88	1
43	607	-1
24	468	-1
104	736	-1
110	980	1
129	955	1
83	643	-1
19	559	1
28	316	1
109	1028	-1
113	194	-1
78	213	-1
143	295	-1
77	824	1
114	965	-1
122	1048	1
127	640	1
20	33	1
82	615	1
21	116	-1
109	938	1
140	906	1
86	697	-1
70	679	1
53	818	-1
39	575	1
116	90	-1
140	1035	-1
66	164	1
103	867	-1
116	50	1
112	339	1
136	545	-1
39	340	1
94	662	1
51	115	-1
90	743	1
117	677	-1
81	205	-1
83	435	1
72	704	1
136	554	1
94	701	1
86	839	1
92	899	1
6	170	-1
112	146	-1
7	752	1
97	596	1
55	913	1
93	284	-1
42	2	1
67	121	-1
143	404	1
114	975	1
134	186	-1
51	54	1
83	397	-1
99	734	1
83	538	-1
131	984	1
131	918	1
82	125	-1
63	24	1
51	240	1
26	627	1
49	418	-1
28	502	1
89	1028	1
17	958	-1
22	304	1
72	818	1
49	430	-1
32	1051	-1
76	170	1
139	960	-1
51	233	-1
126	141	-1
112	149	-1
116	20	-1
23	939	1
26	630	1
83	342	1
16	374	1
113	103	1
48	967	1
49	300	-1
18	1047	-1
24	325	1
86	854	-1
73	798	-1
31	29	-1
14	1017	1
82	500	1
60	966	1
105	555	-1
37	90	1
139	920	-1
19	614	1
127	865	-1
87	908	1
133	624	1
63	68	1
114	956	1
13	23	1
16	321	1
97	176	1
131	851	-1
45	620	-1
82	130	1
63	56	-1
10	571	1
55	1046	1
129	748	-1
126	177	-1
9	506	1
143	618	1
90	796	1
9	597	1
35	147	-1
134	712	-1
24	443	-1
28	598	-1
139	698	-1
139	521	-1
131	948	1
27	515	-1
53	747	1
137	338	1
72	796	1
69	880	1
134	372	-1
33	858	1
9	549	-1
125	651	-1
13	69	1
134	540	-1
86	842	1
16	216	1
117	715	-1
90	964	1
85	563	1
21	71	1
97	584	-1
55	892	-1
123	998	1
31	56	-1
30	495	1
83	290	-1
81	343	-1
143	466	1
56	290	-1
139	929	1
139	990	-1
125	929	-1
105	767	-1
83	864	-1
127	221	-1
134	234	1
108	732	-1
81	325	1
17	1014	-1
113	65	-1
130	62	1
78	313	-1
13	94	1
72	703	-1
16	456	-1
107	26	-1
111	421	-1
33	846	1
133	746	-1
43	668	1
30	611	1
112	112	1
3	934	-1
24	544	-1
2	453	-1
83	371	-1
10	285	1
94	1023	-1
28	540	-1
129	874	1
79	707	1
58	970	1
16	386	1
74	748	-1
45	933	1
38	397	-1
15	961	1
139	964	-1
43	385	1
121	8	1
134	592	-1
74	808	-1
80	435	-1
24	408	-1
23	1024	1
49	642	-1
34	488	1
2	437	-1
64	110	1
39	369	-1
83	884	-1
63	207	1
130	39	-1
115	22	-1
116	195	1
94	536	1
49	860	1
137	445	1
16	293	-1
87	930	1
139	714	-1
140	888	1
43	693	-1
38	382	-1
97	616	1
140	946	1
94	654	-1
116	202	-1
33	828	1
18	1026	1
2	512	1
139	283	1
29	290	1
68	921	1
91	805	-1
90	888	-1
39	421	-1
18	1030	1
73	806	1
68	908	1
86	674	-1
84	701	1
34	163	-1
134	405	-1
97	425	-1
99	779	-1
127	311	1
63	47	-1
97	577	-1
93	643	-1
67	139	1
22	373	1
130	54	1
133	480	1
134	201	-1
59	681	-1
134	247	1
28	291	-1
93	421	-1
120	419	-1
94	1017	1
63	176	1
43	690	1
108	692	1
63	95	1
107	9	-1
9	399	1
37	53	-1
49	288	-1
117	684	1
45	704	1
45	776	1
84	967	1
123	809	1
72	872	1
124	860	1
134	618	-1
85	613	1
72	289	-1
134	290	1
58	976	1
111	628	-1
16	299	1
104	705	1
49	392	-1
104	867	1
116	498	-1
33	766	1
107	137	1
85	495	-1
22	487	1
143	552	1
131	900	1
7	780	1
143	513	1
79	629	1
83	911	-1
77	771	1
67	145	-1
106	235	1
12	78	1
143	486	1
7	815	1
16	462	1
