182	304	1170
0	0	1
1	0	1
2	0	1
3	0	1
4	1	-1
5	1	-1
6	1	-1
7	1	-1
8	2	1
9	2	1
10	2	-1
11	3	-1
12	3	1
13	3	1
14	3	1
4	4	1
15	4	1
16	4	1
17	4	-1
18	5	-1
19	5	-1
20	5	1
21	5	-1
22	6	-1
23	6	-1
24	6	-1
25	6	1
26	7	1
27	7	1
28	7	1
29	7	1
30	8	1
31	8	-1
32	8	1
33	8	1
34	9	-1
35	9	-1
36	9	-1
37	10	-1
38	10	-1
39	10	-1
40	10	-1
41	11	1
42	11	-1
12	11	1
43	11	-1
44	12	1
45	12	1
46	12	-1
47	13	-1
48	13	-1
49	13	-1
50	13	-1
51	14	-1
52	14	-1
53	14	1
54	14	1
0	15	1
55	15	1
56	15	1
57	15	1
58	16	1
55	16	1
39	16	1
59	17	-1
41	17	1
11	17	1
60	17	-1
61	18	1
18	18	1
62	18	1
63	18	1
27	19	-1
64	19	1
65	19	-1
66	19	1
67	20	1
68	20	1
12	20	1
69	20	1
70	21	1
71	21	-1
72	21	-1
73	22	-1
26	22	1
74	22	1
75	22	-1
76	23	1
77	23	1
8	23	1
18	23	1
75	24	-1
78	24	-1
77	24	-1
79	24	1
64	25	-1
34	25	1
80	25	-1
36	25	-1
81	26	-1
73	26	-1
82	26	-1
79	26	-1
4	27	-1
83	27	-1
84	27	1
85	27	-1
76	28	-1
10	28	1
54	28	1
86	28	-1
83	29	-1
87	29	-1
88	29	-1
89	29	-1
90	30	-1
45	30	-1
91	30	-1
76	31	-1
92	31	1
93	31	-1
94	31	-1
95	32	1
96	32	1
8	32	1
97	32	1
46	33	-1
98	33	-1
99	33	1
25	33	-1
60	34	-1
100	34	1
79	34	1
50	34	1
24	35	-1
85	35	1
29	35	1
101	35	1
70	36	1
83	36	-1
94	36	-1
102	36	1
103	37	1
104	37	1
105	37	-1
106	37	1
107	37	-1
108	38	-1
27	38	-1
18	38	1
97	38	1
109	39	-1
100	39	-1
110	39	-1
111	39	-1
112	40	-1
14	40	1
13	40	-1
40	40	-1
59	41	1
113	41	1
114	41	-1
105	41	1
115	42	1
54	42	1
116	42	1
43	42	1
42	43	-1
35	43	-1
117	43	-1
19	43	-1
90	44	-1
11	44	-1
118	44	-1
19	44	-1
69	45	-1
71	45	-1
62	45	1
116	46	-1
119	46	1
20	46	1
7	46	1
120	47	-1
112	47	1
121	47	-1
122	48	1
123	48	-1
106	48	-1
124	48	-1
125	49	1
15	49	1
110	49	1
126	49	-1
36	50	1
127	50	-1
124	50	-1
117	50	-1
128	51	-1
129	51	-1
43	51	1
130	51	-1
37	52	-1
19	52	-1
130	52	1
131	53	1
73	53	-1
24	53	-1
101	53	1
132	54	1
28	54	-1
133	54	-1
17	54	1
42	55	-1
95	55	1
134	55	-1
132	56	1
49	56	-1
97	56	-1
48	56	1
125	57	1
135	57	1
22	57	1
101	57	1
136	58	-1
103	58	-1
122	58	1
37	58	1
108	59	-1
95	59	-1
137	59	1
5	59	1
138	60	1
137	60	-1
63	60	-1
139	60	-1
140	61	1
57	61	-1
141	61	1
92	62	-1
54	62	-1
130	62	-1
142	62	-1
143	63	1
144	63	-1
105	63	-1
21	63	-1
13	64	-1
6	64	-1
128	64	-1
145	64	-1
134	65	-1
122	65	-1
123	65	-1
36	65	1
118	66	1
146	66	-1
147	66	-1
5	66	-1
137	67	-1
113	67	-1
49	67	-1
60	67	-1
119	68	1
68	68	-1
16	68	1
105	68	1
18	69	-1
148	69	1
94	69	-1
105	69	1
149	70	-1
123	70	-1
91	70	-1
150	71	-1
116	71	-1
53	71	-1
151	71	-1
37	72	-1
95	72	-1
152	72	-1
44	72	-1
113	73	-1
148	73	-1
117	73	-1
7	73	-1
136	74	1
70	74	1
153	74	1
154	75	-1
155	75	1
80	75	-1
128	75	-1
10	76	-1
156	76	-1
128	76	-1
55	76	-1
90	77	1
58	77	-1
110	77	-1
57	77	-1
138	78	-1
157	78	-1
147	78	1
66	78	1
43	78	1
59	79	1
100	79	-1
158	79	1
39	79	1
125	80	1
83	80	-1
155	80	-1
55	80	-1
159	81	1
5	81	1
17	81	-1
131	82	1
160	82	1
161	82	-1
50	82	1
162	83	1
163	83	1
164	83	-1
93	83	-1
120	84	-1
60	84	-1
165	84	-1
166	84	1
59	85	-1
74	85	-1
52	85	-1
85	85	-1
140	86	-1
167	86	1
29	86	1
50	86	-1
11	87	1
112	87	1
94	87	1
58	88	1
168	88	-1
57	88	1
138	89	-1
65	89	1
89	89	-1
87	89	-1
6	90	-1
18	90	1
111	90	1
143	91	-1
114	91	-1
74	91	-1
105	91	-1
27	92	-1
119	92	-1
75	92	-1
79	92	-1
59	93	-1
169	93	1
44	93	1
106	93	-1
113	94	1
166	94	-1
165	94	1
162	94	-1
122	95	-1
3	95	-1
47	95	-1
130	95	1
146	96	1
113	96	1
135	96	1
132	96	1
137	97	-1
3	97	1
22	97	-1
170	97	-1
70	98	1
170	98	1
48	98	-1
162	98	-1
152	99	1
35	99	-1
31	99	1
32	99	-1
0	100	-1
99	100	-1
116	100	-1
44	100	-1
140	101	-1
118	101	-1
149	101	-1
2	101	-1
96	102	-1
163	102	-1
75	102	1
86	102	-1
64	103	-1
61	103	-1
42	103	-1
120	104	1
154	104	1
66	104	-1
30	104	1
76	105	-1
115	105	-1
135	105	-1
85	105	-1
1	106	1
116	106	1
5	106	1
171	106	1
138	107	1
4	107	-1
48	107	-1
127	107	-1
168	108	1
112	108	-1
46	108	-1
169	108	-1
131	109	-1
82	109	1
98	109	-1
120	109	-1
48	110	-1
172	110	1
163	110	1
53	110	1
136	111	-1
173	111	-1
170	111	-1
124	111	-1
59	112	-1
110	112	-1
29	112	-1
31	112	-1
59	113	1
26	113	1
75	113	-1
101	113	1
0	114	-1
116	114	-1
44	114	-1
150	114	-1
138	115	-1
174	115	1
161	115	1
115	116	-1
16	116	-1
119	116	-1
45	116	-1
82	117	-1
2	117	-1
33	117	-1
77	117	-1
168	118	-1
133	118	1
148	118	1
106	118	-1
100	119	-1
52	119	-1
85	119	1
16	120	1
3	120	1
84	120	1
102	120	1
83	121	-1
15	121	-1
69	121	-1
153	121	-1
58	122	-1
38	122	-1
39	122	-1
101	122	-1
163	123	-1
164	123	1
166	123	-1
120	123	-1
163	124	1
53	124	-1
62	124	-1
66	124	-1
103	125	-1
4	125	-1
68	125	1
56	125	-1
61	126	1
151	126	-1
51	126	1
21	126	1
145	127	1
96	127	-1
169	127	-1
108	128	1
9	128	-1
158	128	-1
129	128	-1
162	129	-1
137	129	1
3	129	1
44	129	1
120	130	1
141	130	1
72	130	-1
175	130	-1
